2026-02-21 17:29:09.2|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 2.3.0.5236
2026-02-21 17:29:09.4|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-02-21 17:29:09.4|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-02-21 17:29:09.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-02-21 17:29:10.0|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {0c763bbe-f995-4fc3-869c-9cf0be5dc245} may be persisted to storage in unencrypted form.
2026-02-21 17:29:10.2|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=100 ***
2026-02-21 17:29:10.3|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2026-02-21 17:29:10.3|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2026-02-21 17:29:10.3|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2026-02-21 17:29:10.5|Info|DatabaseEngineVersionCheck|SQLite 3.50.4
2026-02-21 17:29:10.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1334421s
2026-02-21 17:29:10.5|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2026-02-21 17:29:10.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1422302s
2026-02-21 17:29:10.5|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2026-02-21 17:29:10.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-02-21 17:29:10.5|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2026-02-21 17:29:10.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0614256s
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0701835s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0032057s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0003517s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0022667s
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0058483s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 6.05E-05s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo Description String
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "Description" TEXT
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0021009s
2026-02-21 17:29:10.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrated
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0061993s
2026-02-21 17:29:10.6|Info|FluentMigrator.Runner.MigrationRunner|1: InitialSetup migrating
2026-02-21 17:29:10.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-02-21 17:29:10.7|Info|InitialSetup|Starting migration of Main DB to 1
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Config
2026-02-21 17:29:10.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Config" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Key" TEXT NOT NULL, "Value" TEXT NOT NULL)
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0014368s
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex Config (Key)
2026-02-21 17:29:10.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_Config_Key" ON "Config" ("Key" ASC)
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0007171s
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|CreateTable History
2026-02-21 17:29:10.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "History" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "IndexerId" INTEGER NOT NULL, "Date" DATETIME NOT NULL, "Data" TEXT NOT NULL, "EventType" INTEGER, "DownloadId" TEXT)
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0010664s
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex History (DownloadId)
2026-02-21 17:29:10.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE INDEX "IX_History_DownloadId" ON "History" ("DownloadId" ASC)
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0006563s
2026-02-21 17:29:10.7|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Notifications
